attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
222,166,2018.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,APT41/Brass Typhoon fka BARIUM/Wicked Panda/G0096 (Chengdu 404 Network Technology) < Winnti Umbrella/G0044,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
225,168,2013.0,,,,Attribution by third-party,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Magic Kitten/Group 42,IR,"Iran, Islamic Republic of",State affiliated actor,
226,169,,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,,,,Non-state-group,Private technology companies / hacking for hire groups without state affiliation / research entities
227,170,2014.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State affiliated actor,
230,172,2013.0,,,,Attribution by third-party,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,GCHQ,GB,United Kingdom,State,
231,172,2013.0,,,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,GCHQ,GB,United Kingdom,State,
233,174,2014.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/Calanque/G0059 (IRGC),IR,"Iran, Islamic Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
234,175,2011.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,CN,China,State,
235,175,2011.0,,,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,CN,China,State,
236,176,,,,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,,,,
237,177,,,,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",,,,,,,Non-state-group,Criminal(s)
238,178,2016.0,,,,Media-based attribution,"Attribution given, type unclear",,,,APT 6,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
239,178,2016.0,,,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",,,,APT 6,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
240,178,2016.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,APT 6,CN,China,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
241,179,2016.0,,,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",,,,,CN,China,State affiliated actor,
242,179,2016.0,,,,Media-based attribution,"Attribution given, type unclear",,,,,CN,China,State affiliated actor,
244,181,2011.0,,,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Putter Panda/APT 2,CN,China,State affiliated actor,
245,181,2011.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,Putter Panda/APT 2,CN,China,State,
246,182,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
247,183,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Fatal Error Crew,,,Non-state-group,Hacktivist(s)
248,184,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,PakBugs,PK,Pakistan,Non-state-group,Hacktivist(s)
250,186,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,,,,
251,187,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
252,188,2011.0,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,,,State,
253,189,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
254,190,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
255,191,,,,,Media-based attribution,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,,,Non-state-group,Hacktivist(s)
256,192,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
257,193,2011.0,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Iranian Cyber Army,IR,"Iran, Islamic Republic of",State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
258,194,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
259,195,2011.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,,,State,
260,196,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Pak Cyber Combat Squad,PK,Pakistan,Non-state-group,Hacktivist(s)
261,197,2011.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",,,Individual hacker(s),
262,197,2011.0,,,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",,,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
263,198,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
264,199,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Zcompany Hacking Crew,PK,Pakistan,Non-state-group,Hacktivist(s)
265,200,2011.0,,,,Attribution by receiver government / state entity,Statement in media report and political statement/technical report,,,,,KP,"Korea, Democratic People's Republic of",State,
266,201,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
267,202,,,,,Media-based attribution,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,CN,China,Non-state-group,Hacktivist(s)
269,204,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
270,205,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,XtReMiSt,PK,Pakistan,Non-state-group,Hacktivist(s)
271,206,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,ALLAH`UEKBER-Team,,,,
272,207,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
273,208,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
274,209,,,,,Media-based attribution,"Attribution given, type unclear",,,,,CN,China,Non-state-group,Hacktivist(s)
275,210,,,,,Media-based attribution,"Attribution given, type unclear",,,,,VN,Vietnam,Non-state-group,Hacktivist(s)
277,212,,,,,Media-based attribution,"Attribution given, type unclear",,,,,SY,Syria,,
278,213,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
279,214,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Zcompany Hacking Crew,PK,Pakistan,Non-state-group,Hacktivist(s)
280,215,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
281,216,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
282,217,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
283,218,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
284,219,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
285,220,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Ktoki,LY,Libya,Non-state-group,Hacktivist(s)
286,221,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
286,221,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
287,222,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
287,222,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
288,223,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
288,223,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
289,224,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Team P0ison,PK,Pakistan,Non-state-group,Hacktivist(s)
290,225,,,,,Media-based attribution,"Attribution given, type unclear",,,,,,,,
291,226,2011.0,,,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,IR,"Iran, Islamic Republic of",State affiliated actor,
292,226,2011.0,,,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",,,,,IR,"Iran, Islamic Republic of",State affiliated actor,
293,227,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,LulzSec,,,Non-state-group,Hacktivist(s)
294,228,,,,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,,,,
295,229,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,,PT,Portugal,Non-state-group,Hacktivist(s)
296,230,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,NN-Crew,DE,Germany,Non-state-group,Hacktivist(s)
297,231,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
298,232,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Inj3ct0rTeam,LY,Libya,Non-state-group,Hacktivist(s)
299,233,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Anonymous,,,Non-state-group,Hacktivist(s)
300,234,2011.0,,,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",,,,,,,State,
301,235,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Dr. Torjan,PS,Palestine,Non-state-group,Hacktivist(s)
301,235,,,,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,,,Code 5,PS,Palestine,Non-state-group,Hacktivist(s)
